 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, rowcost
G# minor mel (5#), 0+0:0:0:0:0, 4+0:3:0:0:4, 8+0:6:1:0:7, 4+0:3:1:0:4, 5+0:2:0:0:3, 4+0:3:0:0:4, 8+0:5:0:0:8, 4+0:3:1:0:4, 5+0:3:1:0:5, 4+0:3:0:0:4, 7+0:5:0:0:6, 4+0:3:1:0:4, 7+0:4:1:0:6, 4+0:2:0:0:4, 10+2:3:0:0:5, 4+0:2:0:0:3, 6+0:2:0:0:6, 5+0:2:0:0:5, 5+0:2:0:0:5, 8+0:4:0:0:8, 12+0:8:0:3:8, 4+0:2:0:0:4, 5+0:2:0:0:5, 7+0:4:0:0:7, 7+0:1:0:0:5, 5+0:2:0:0:5, 5+0:2:0:0:5, 8+0:4:0:0:8, 12+0:8:0:3:8, 4+0:2:0:0:4, 5+0:2:0:0:5, 5+0:3:0:0:4, 6+0:3:0:0:5, 4+0:2:0:0:4, 7+0:5:1:0:7, 8+0:5:1:0:8, 5+0:2:0:0:4, 4+0:2:0:0:4, 7+0:2:0:0:5, 5+0:2:0:0:4, 7+0:2:0:0:6, 5+0:2:0:0:5, 5+0:2:0:0:5, 8+0:4:0:0:8, 12+0:8:0:3:8, 4+0:2:0:0:4, 7+0:3:0:0:6, 6+0:4:0:0:6, 7+0:1:0:0:5, 292+2:151:8:9:257
Db major blues (5b), 0+0:0:0:0:0, 2+0:0:0:0:1, 4+0:0:1:0:0, 2+0:0:1:0:0, 3+0:1:0:0:2, 2+0:0:0:0:1, 4+0:0:0:0:1, 2+0:0:1:0:0, 3+0:0:1:0:1, 2+0:0:0:0:1, 3+0:0:0:0:0, 2+0:0:1:0:0, 4+0:0:1:0:1, 2+0:0:0:0:1, 9+2:4:1:0:7, 2+0:0:0:0:1, 4+0:0:0:0:1, 3+0:0:0:0:0, 3+0:0:0:0:1, 5+0:0:0:0:1, 10+0:0:0:3:3, 2+0:0:0:0:0, 3+0:0:0:0:1, 4+0:0:0:0:1, 5+0:0:0:0:2, 3+0:0:0:0:0, 3+0:0:0:0:1, 5+0:0:0:0:1, 10+0:0:0:3:3, 2+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:1:0:0, 4+0:0:1:0:0, 3+0:0:0:0:1, 2+0:0:0:0:0, 5+0:0:0:0:2, 2+0:0:0:0:0, 5+0:0:0:0:2, 3+0:0:0:0:0, 3+0:0:0:0:1, 5+0:0:0:0:1, 10+0:0:0:3:3, 2+0:0:0:0:0, 5+0:0:0:0:2, 3+0:0:0:0:0, 5+0:0:0:0:2, 178+2:5:9:9:48
B major blues (5#), 1+0:0:0:0:0, 4+0:3:0:0:3, 8+0:6:1:0:7, 4+0:3:1:0:4, 5+0:2:0:0:3, 4+0:3:0:0:3, 8+0:5:0:0:6, 4+0:3:1:0:4, 5+0:3:1:0:4, 4+0:3:0:0:3, 7+0:5:0:0:6, 4+0:3:1:0:4, 7+0:4:1:0:5, 4+0:2:0:0:2, 10+2:3:1:0:3, 4+0:2:0:0:3, 6+0:2:0:0:3, 5+0:2:0:0:3, 5+0:2:0:0:3, 8+0:4:0:0:5, 12+0:8:0:3:6, 4+0:2:0:0:3, 5+0:2:0:0:3, 7+0:4:0:0:4, 7+0:1:0:0:2, 5+0:2:0:0:3, 5+0:2:0:0:3, 8+0:4:0:0:5, 12+0:8:0:3:6, 4+0:2:0:0:3, 5+0:2:0:0:3, 5+0:3:0:0:4, 6+0:3:0:0:4, 4+0:2:0:0:2, 7+0:5:1:0:6, 8+0:5:1:0:6, 5+0:2:0:0:2, 4+0:2:0:0:3, 7+0:2:0:0:3, 5+0:2:0:0:3, 7+0:2:0:0:3, 5+0:2:0:0:3, 5+0:2:0:0:3, 8+0:4:0:0:5, 12+0:8:0:3:6, 4+0:2:0:0:3, 7+0:3:0:0:4, 6+0:4:0:0:4, 7+0:1:0:0:2, 293+2:151:9:9:181
Bb minor blues (5b), 0+0:0:0:0:0, 2+0:0:0:0:1, 4+0:0:1:0:0, 2+0:0:1:0:0, 3+0:1:0:0:2, 2+0:0:0:0:1, 4+0:0:0:0:1, 2+0:0:1:0:0, 3+0:0:1:0:1, 2+0:0:0:0:1, 3+0:0:0:0:0, 2+0:0:1:0:0, 4+0:0:1:0:1, 2+0:0:0:0:1, 9+2:4:1:0:7, 2+0:0:0:0:1, 4+0:0:0:0:1, 3+0:0:0:0:0, 3+0:0:0:0:1, 5+0:0:0:0:1, 10+0:0:0:3:3, 2+0:0:0:0:0, 3+0:0:0:0:1, 4+0:0:0:0:1, 5+0:0:0:0:2, 3+0:0:0:0:0, 3+0:0:0:0:1, 5+0:0:0:0:1, 10+0:0:0:3:3, 2+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:1:0:0, 4+0:0:1:0:0, 3+0:0:0:0:1, 2+0:0:0:0:0, 5+0:0:0:0:2, 2+0:0:0:0:0, 5+0:0:0:0:2, 3+0:0:0:0:0, 3+0:0:0:0:1, 5+0:0:0:0:1, 10+0:0:0:3:3, 2+0:0:0:0:0, 5+0:0:0:0:2, 3+0:0:0:0:0, 5+0:0:0:0:2, 178+2:5:9:9:48
G# minor blues (5#), 1+0:0:0:0:0, 4+0:3:0:0:3, 8+0:6:1:0:7, 4+0:3:1:0:4, 5+0:2:0:0:3, 4+0:3:0:0:3, 8+0:5:0:0:6, 4+0:3:1:0:4, 5+0:3:1:0:4, 4+0:3:0:0:3, 7+0:5:0:0:6, 4+0:3:1:0:4, 7+0:4:1:0:5, 4+0:2:0:0:2, 10+2:3:1:0:3, 4+0:2:0:0:3, 6+0:2:0:0:3, 5+0:2:0:0:3, 5+0:2:0:0:3, 8+0:4:0:0:5, 12+0:8:0:3:6, 4+0:2:0:0:3, 5+0:2:0:0:3, 7+0:4:0:0:4, 7+0:1:0:0:2, 5+0:2:0:0:3, 5+0:2:0:0:3, 8+0:4:0:0:5, 12+0:8:0:3:6, 4+0:2:0:0:3, 5+0:2:0:0:3, 5+0:3:0:0:4, 6+0:3:0:0:4, 4+0:2:0:0:2, 7+0:5:1:0:6, 8+0:5:1:0:6, 5+0:2:0:0:2, 4+0:2:0:0:3, 7+0:2:0:0:3, 5+0:2:0:0:3, 7+0:2:0:0:3, 5+0:2:0:0:3, 5+0:2:0:0:3, 8+0:4:0:0:5, 12+0:8:0:3:6, 4+0:2:0:0:3, 7+0:3:0:0:4, 6+0:4:0:0:4, 7+0:1:0:0:2, 293+2:151:9:9:181
Db dorian (5b), 0+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:1, 1+0:0:1:0:0, 3+0:1:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:1:0:0, 2+0:0:1:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:1:0:0, 3+0:0:1:0:0, 1+0:0:0:0:0, 8+2:4:1:0:5, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 8+0:0:0:3:3, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 8+0:0:0:3:3, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:1:0:0, 1+0:0:1:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:1, 0+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 8+0:0:0:3:3, 0+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 89+2:5:8:9:17
B dorian (5#), 0+0:0:0:0:0, 4+0:3:0:0:3, 8+0:6:1:0:6, 4+0:3:1:0:4, 4+0:2:0:0:2, 4+0:3:0:0:3, 8+0:5:0:0:6, 4+0:3:1:0:4, 5+0:3:1:0:4, 4+0:3:0:0:3, 7+0:5:0:0:5, 4+0:3:1:0:4, 7+0:4:1:0:5, 4+0:2:0:0:2, 9+2:3:0:0:3, 4+0:2:0:0:3, 6+0:2:0:0:3, 5+0:2:0:0:3, 5+0:2:0:0:3, 8+0:4:0:0:5, 12+0:8:0:3:6, 4+0:2:0:0:3, 5+0:2:0:0:3, 7+0:4:0:0:4, 7+0:1:0:0:2, 5+0:2:0:0:3, 5+0:2:0:0:3, 8+0:4:0:0:5, 12+0:8:0:3:6, 4+0:2:0:0:3, 5+0:2:0:0:3, 5+0:3:0:0:3, 6+0:3:0:0:4, 4+0:2:0:0:2, 7+0:5:1:0:6, 8+0:5:1:0:6, 5+0:2:0:0:2, 4+0:2:0:0:3, 7+0:2:0:0:3, 5+0:2:0:0:3, 7+0:2:0:0:3, 5+0:2:0:0:3, 5+0:2:0:0:3, 8+0:4:0:0:5, 12+0:8:0:3:6, 4+0:2:0:0:3, 7+0:3:0:0:4, 6+0:4:0:0:4, 7+0:1:0:0:2, 290+2:151:8:9:177
Db phrygian (5b), 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 3+0:1:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 8+2:4:1:0:6, 1+0:0:0:0:1, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:0, 9+0:0:0:3:2, 1+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:0, 4+0:0:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:0, 9+0:0:0:3:2, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:1, 1+0:0:0:0:0, 4+0:0:0:0:1, 1+0:0:0:0:0, 4+0:0:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:0, 9+0:0:0:3:2, 1+0:0:0:0:0, 4+0:0:0:0:1, 3+0:0:0:0:0, 4+0:0:0:0:1, 124+2:5:1:9:20
B phrygian (5#), 1+0:1:0:0:0, 4+0:3:0:0:2, 8+0:6:1:0:5, 4+0:3:1:0:3, 5+0:2:0:0:1, 4+0:3:0:0:2, 8+0:5:0:0:4, 4+0:3:1:0:3, 5+0:3:1:0:2, 4+0:3:0:0:2, 7+0:5:0:0:4, 4+0:3:1:0:3, 7+0:4:1:0:3, 4+0:2:0:0:1, 8+2:3:1:0:3, 3+0:2:0:0:1, 6+0:2:0:0:1, 5+0:2:0:0:2, 5+0:2:0:0:1, 8+0:4:0:0:3, 12+0:8:0:3:4, 4+0:2:0:0:2, 5+0:2:0:0:1, 7+0:4:0:0:3, 6+0:1:0:0:0, 5+0:2:0:0:2, 5+0:2:0:0:1, 8+0:4:0:0:3, 12+0:8:0:3:4, 4+0:2:0:0:2, 5+0:2:0:0:1, 5+0:3:0:0:2, 6+0:3:0:0:2, 4+0:2:0:0:2, 7+0:5:1:0:5, 8+0:5:1:0:4, 4+0:2:0:0:1, 4+0:2:0:0:2, 6+0:2:0:0:1, 5+0:3:0:0:2, 6+0:2:0:0:1, 5+0:2:0:0:2, 5+0:2:0:0:1, 8+0:4:0:0:3, 12+0:8:0:3:4, 4+0:2:0:0:2, 6+0:3:0:0:2, 6+0:4:0:0:3, 6+0:1:0:0:0, 284+2:153:9:9:108
Db lydian (5b), 0+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:1, 1+0:0:1:0:0, 3+0:1:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:1:0:0, 2+0:0:1:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:1:0:0, 3+0:0:1:0:0, 1+0:0:0:0:0, 8+2:4:1:0:5, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 8+0:0:0:3:3, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 8+0:0:0:3:3, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:1:0:0, 1+0:0:1:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:1, 0+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 8+0:0:0:3:3, 0+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 89+2:5:8:9:17
B lydian (5#), 0+0:0:0:0:0, 4+0:3:0:0:3, 8+0:6:1:0:6, 4+0:3:1:0:4, 4+0:2:0:0:2, 4+0:3:0:0:3, 8+0:5:0:0:6, 4+0:3:1:0:4, 5+0:3:1:0:4, 4+0:3:0:0:3, 7+0:5:0:0:5, 4+0:3:1:0:4, 7+0:4:1:0:5, 4+0:2:0:0:2, 9+2:3:0:0:3, 4+0:2:0:0:3, 6+0:2:0:0:3, 5+0:2:0:0:3, 5+0:2:0:0:3, 8+0:4:0:0:5, 12+0:8:0:3:6, 4+0:2:0:0:3, 5+0:2:0:0:3, 7+0:4:0:0:4, 7+0:1:0:0:2, 5+0:2:0:0:3, 5+0:2:0:0:3, 8+0:4:0:0:5, 12+0:8:0:3:6, 4+0:2:0:0:3, 5+0:2:0:0:3, 5+0:3:0:0:3, 6+0:3:0:0:4, 4+0:2:0:0:2, 7+0:5:1:0:6, 8+0:5:1:0:6, 5+0:2:0:0:2, 4+0:2:0:0:3, 7+0:2:0:0:3, 5+0:2:0:0:3, 7+0:2:0:0:3, 5+0:2:0:0:3, 5+0:2:0:0:3, 8+0:4:0:0:5, 12+0:8:0:3:6, 4+0:2:0:0:3, 7+0:3:0:0:4, 6+0:4:0:0:4, 7+0:1:0:0:2, 290+2:151:8:9:177
Db mixolydian (5b), 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 3+0:1:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 8+2:4:1:0:6, 1+0:0:0:0:1, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:0, 9+0:0:0:3:2, 1+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:0, 4+0:0:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:0, 9+0:0:0:3:2, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:1, 1+0:0:0:0:0, 4+0:0:0:0:1, 1+0:0:0:0:0, 4+0:0:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:0, 9+0:0:0:3:2, 1+0:0:0:0:0, 4+0:0:0:0:1, 3+0:0:0:0:0, 4+0:0:0:0:1, 124+2:5:1:9:20
B mixolydian (5#), 1+0:1:0:0:0, 4+0:3:0:0:2, 8+0:6:1:0:5, 4+0:3:1:0:3, 5+0:2:0:0:1, 4+0:3:0:0:2, 8+0:5:0:0:4, 4+0:3:1:0:3, 5+0:3:1:0:2, 4+0:3:0:0:2, 7+0:5:0:0:4, 4+0:3:1:0:3, 7+0:4:1:0:3, 4+0:2:0:0:1, 8+2:3:1:0:3, 3+0:2:0:0:1, 6+0:2:0:0:1, 5+0:2:0:0:2, 5+0:2:0:0:1, 8+0:4:0:0:3, 12+0:8:0:3:4, 4+0:2:0:0:2, 5+0:2:0:0:1, 7+0:4:0:0:3, 6+0:1:0:0:0, 5+0:2:0:0:2, 5+0:2:0:0:1, 8+0:4:0:0:3, 12+0:8:0:3:4, 4+0:2:0:0:2, 5+0:2:0:0:1, 5+0:3:0:0:2, 6+0:3:0:0:2, 4+0:2:0:0:2, 7+0:5:1:0:5, 8+0:5:1:0:4, 4+0:2:0:0:1, 4+0:2:0:0:2, 6+0:2:0:0:1, 5+0:3:0:0:2, 6+0:2:0:0:1, 5+0:2:0:0:2, 5+0:2:0:0:1, 8+0:4:0:0:3, 12+0:8:0:3:4, 4+0:2:0:0:2, 6+0:3:0:0:2, 6+0:4:0:0:3, 6+0:1:0:0:0, 284+2:153:9:9:108
Db aeolian (5b), 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:1, 1+0:0:1:0:0, 3+0:1:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:1:0:0, 2+0:0:1:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:1:0:0, 2+0:0:1:0:0, 2+0:0:0:0:0, 7+2:4:1:0:5, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 9+0:0:0:3:3, 0+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 9+0:0:0:3:3, 0+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:1:0:0, 2+0:0:1:0:0, 2+0:0:0:0:1, 0+0:0:0:0:0, 3+0:0:0:0:1, 0+0:0:0:0:0, 3+0:0:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 9+0:0:0:3:3, 0+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:1, 106+2:5:8:9:21
B aeolian (5#), 0+0:0:0:0:0, 4+0:3:0:0:3, 8+0:6:1:0:6, 4+0:3:1:0:3, 5+0:2:0:0:2, 4+0:3:0:0:3, 8+0:5:0:0:5, 4+0:3:1:0:3, 5+0:3:1:0:3, 4+0:3:0:0:3, 7+0:5:0:0:5, 4+0:3:1:0:3, 7+0:4:1:0:4, 4+0:2:0:0:2, 9+2:3:1:0:4, 4+0:2:0:0:2, 6+0:2:0:0:2, 5+0:2:0:0:2, 5+0:2:0:0:2, 8+0:4:0:0:4, 12+0:8:0:3:5, 4+0:2:0:0:2, 5+0:2:0:0:2, 7+0:4:0:0:4, 6+0:1:0:0:1, 5+0:2:0:0:2, 5+0:2:0:0:2, 8+0:4:0:0:4, 12+0:8:0:3:5, 4+0:2:0:0:2, 5+0:2:0:0:2, 5+0:3:0:0:3, 6+0:3:0:0:3, 4+0:2:0:0:2, 7+0:5:1:0:5, 8+0:5:1:0:5, 4+0:2:0:0:2, 4+0:2:0:0:2, 7+0:2:0:0:2, 5+0:2:0:0:2, 6+0:2:0:0:2, 5+0:2:0:0:2, 5+0:2:0:0:2, 8+0:4:0:0:4, 12+0:8:0:3:5, 4+0:2:0:0:2, 7+0:3:0:0:3, 6+0:4:0:0:4, 6+0:1:0:0:1, 287+2:151:9:9:143
Db locrian (5b), 0+0:0:0:0:0, 1+0:0:0:0:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 3+0:1:0:0:2, 1+0:0:0:0:1, 3+0:0:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:1, 1+0:0:0:0:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:1, 2+0:0:0:0:1, 8+2:4:1:0:7, 2+0:0:0:0:1, 4+0:0:0:0:1, 3+0:0:0:0:0, 3+0:0:0:0:1, 5+0:0:0:0:1, 10+0:0:0:3:3, 2+0:0:0:0:0, 3+0:0:0:0:1, 4+0:0:0:0:1, 5+0:0:0:0:2, 3+0:0:0:0:0, 3+0:0:0:0:1, 5+0:0:0:0:1, 10+0:0:0:3:3, 2+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:0, 5+0:0:0:0:1, 2+0:0:0:0:0, 5+0:0:0:0:2, 3+0:0:0:0:0, 3+0:0:0:0:1, 5+0:0:0:0:1, 10+0:0:0:3:3, 2+0:0:0:0:0, 5+0:0:0:0:2, 3+0:0:0:0:0, 5+0:0:0:0:2, 162+2:5:1:9:47
B locrian (5#), 1+0:1:0:0:0, 3+0:3:0:0:1, 8+0:6:1:0:4, 4+0:3:1:0:2, 4+0:3:0:0:1, 3+0:3:0:0:1, 8+0:5:0:0:3, 4+0:3:1:0:2, 4+0:3:1:0:2, 3+0:3:0:0:1, 7+0:5:0:0:3, 4+0:3:1:0:2, 6+0:5:1:0:3, 3+0:2:0:0:0, 9+2:3:1:0:4, 3+0:2:0:0:0, 5+0:2:0:0:1, 5+0:2:0:0:1, 4+0:2:0:0:1, 7+0:4:0:0:2, 11+0:8:0:3:4, 4+0:2:0:0:1, 4+0:2:0:0:1, 6+0:4:0:0:2, 5+0:1:0:0:0, 5+0:2:0:0:1, 4+0:2:0:0:1, 7+0:4:0:0:2, 11+0:8:0:3:4, 4+0:2:0:0:1, 4+0:2:0:0:1, 4+0:3:0:0:1, 6+0:3:0:0:1, 4+0:2:0:0:1, 7+0:5:1:0:4, 8+0:5:1:0:3, 4+0:2:0:0:1, 4+0:2:0:0:1, 6+0:2:0:0:0, 5+0:3:0:0:1, 5+0:2:0:0:1, 5+0:2:0:0:1, 4+0:2:0:0:1, 7+0:4:0:0:2, 11+0:8:0:3:4, 4+0:2:0:0:1, 5+0:3:0:0:1, 6+0:4:0:0:2, 5+0:1:0:0:1, 260+2:155:9:9:79
Gb major (6b), 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 3+0:1:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 8+2:4:1:0:6, 1+0:0:0:0:1, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:0, 9+0:0:0:3:2, 1+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:0, 4+0:0:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:0, 9+0:0:0:3:2, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:1, 1+0:0:0:0:0, 4+0:0:0:0:1, 1+0:0:0:0:0, 4+0:0:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:0, 9+0:0:0:3:2, 1+0:0:0:0:0, 4+0:0:0:0:1, 3+0:0:0:0:0, 4+0:0:0:0:1, 124+2:5:1:9:20
F# major (6#), 0+0:0:0:0:0, 4+0:3:0:0:3, 8+0:6:1:0:6, 4+0:3:1:0:4, 4+0:2:0:0:2, 4+0:3:0:0:3, 8+0:5:0:0:6, 4+0:3:1:0:4, 5+0:3:1:0:4, 4+0:3:0:0:3, 7+0:5:0:0:5, 4+0:3:1:0:4, 7+0:4:1:0:5, 4+0:2:0:0:2, 9+2:3:0:0:3, 4+0:2:0:0:3, 6+0:2:0:0:3, 5+0:2:0:0:3, 5+0:2:0:0:3, 8+0:4:0:0:5, 12+0:8:0:3:6, 4+0:2:0:0:3, 5+0:2:0:0:3, 7+0:4:0:0:4, 7+0:1:0:0:2, 5+0:2:0:0:3, 5+0:2:0:0:3, 8+0:4:0:0:5, 12+0:8:0:3:6, 4+0:2:0:0:3, 5+0:2:0:0:3, 5+0:3:0:0:3, 6+0:3:0:0:4, 4+0:2:0:0:2, 7+0:5:1:0:6, 8+0:5:1:0:6, 5+0:2:0:0:2, 4+0:2:0:0:3, 7+0:2:0:0:3, 5+0:2:0:0:3, 7+0:2:0:0:3, 5+0:2:0:0:3, 5+0:2:0:0:3, 8+0:4:0:0:5, 12+0:8:0:3:6, 4+0:2:0:0:3, 7+0:3:0:0:4, 6+0:4:0:0:4, 7+0:1:0:0:2, 290+2:151:8:9:177
Eb minor (6b), 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 2+0:1:0:0:1, 0+0:0:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 8+2:4:1:0:5, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 8+0:0:0:3:3, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 8+0:0:0:3:3, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:0, 4+0:0:0:0:1, 1+0:0:0:0:0, 4+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 8+0:0:0:3:3, 1+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:1, 106+2:5:1:9:19
D# minor (6#), 0+0:0:0:0:0, 4+0:3:0:0:4, 8+0:6:1:0:7, 4+0:3:1:0:4, 4+0:2:0:0:3, 4+0:3:0:0:4, 8+0:5:0:0:8, 4+0:3:1:0:4, 5+0:3:1:0:5, 4+0:3:0:0:4, 7+0:5:0:0:6, 4+0:3:1:0:4, 7+0:4:1:0:6, 4+0:2:0:0:4, 9+2:3:0:0:5, 4+0:2:0:0:4, 6+0:2:0:0:6, 5+0:2:0:0:5, 5+0:2:0:0:5, 8+0:4:0:0:8, 12+0:8:0:3:8, 4+0:2:0:0:4, 5+0:2:0:0:5, 7+0:4:0:0:7, 7+0:1:0:0:5, 5+0:2:0:0:5, 5+0:2:0:0:5, 8+0:4:0:0:8, 12+0:8:0:3:8, 4+0:2:0:0:4, 5+0:2:0:0:5, 5+0:3:0:0:4, 6+0:3:0:0:5, 4+0:2:0:0:4, 7+0:5:1:0:7, 8+0:5:1:0:8, 5+0:2:0:0:4, 4+0:2:0:0:4, 7+0:2:0:0:6, 5+0:2:0:0:4, 7+0:2:0:0:6, 5+0:2:0:0:5, 5+0:2:0:0:5, 8+0:4:0:0:8, 12+0:8:0:3:8, 4+0:2:0:0:4, 7+0:3:0:0:7, 6+0:4:0:0:6, 7+0:1:0:0:5, 290+2:151:8:9:260
